Year,Revenue,Expenses,Unemployment,CPI,BarrelOil,NetAssets
2024,101281247.4,85255770.8,3.8205,324.66,86.73,74730931.4
2014,39413382.19,43384650.41,5.9043,237.439,110.6,22270351.61
2023,64379701.43,62294743.66,4.0724,310.118,78.04,50415793.91
2019,58664756.85,63100045.93,4.1188,265.468,65.66,24026316.58
2016,44975656.8,45785150.79,4.3088,252.581,44.05,20038900.84
2013,43267438.61,38904555.33,7.3896,231.805,114.65,23823996.14
2022,65353398.81,67945935.35,3.1162,297.836,115.34,52638072.32
2014,43712096.79,45528833.73,6.3168,237.625,96.95,25796883.07
2020,77036110.34,50436524.53,7.9575,263.354,41.11,44105457.47
2022,61260441.68,66902212.62,3.7644,294.941,101.33,51166681.46
2011,59643703.65,59060967.65,8.9773,226.146,125,17982867.79
2022,58843424.67,56373213.03,3.9919,292.953,111.8,43533737.43
2018,63790471.26,64236054.5,3.6419,254.548,64.53,26595016.56
2021,66697440.4,52925614.39,5.7029,276.129,67.21,49283256.99
2022,54201414.22,57081707.01,3.7357,293.36,95.86,45450806.04
2014,41731406.69,46210804.12,6.1652,237.253,81.66,26478992.31
2015,44004950.65,46523801.81,5.6271,245.371,51.51,20668292.44
2024,82263106,73778273.22,4.5098,320.873,75.57,67390183.65
2012,51127755.41,44208522.17,7.7049,229.707,91.04,23555897.55
2016,39539635.95,43991553.2,5.6452,248.56,38.28,18924957.72
2019,57936163.01,57944087.57,3.2523,265.011,57.39,24223931.88
2021,62733739.43,51553545.04,5.5877,283.403,69.77,52167862.5
2022,64653925.18,63106557.05,3.6492,293.413,107.27,59634457.15
2014,41967107.9,43896475.51,6.2701,238.414,118.27,19469657.05
2020,79000049.62,52957802.06,8.4256,269.899,48.68,47518145.21
2022,62483839.48,69808098.67,3.4927,294.244,98.32,63000115.94
2015,46786276.81,43555953.05,5.7303,244.916,65.18,20886143.46
2020,78354556.02,50842455.85,8.8267,267.915,45.84,48711739.82
2014,44074226.12,47445857.09,5.6995,234.96,94.35,21814361.35
2020,66457814,44843468.2,8.2432,269.563,42,41360279.42
2021,73108956.53,64336497.65,5.5082,275.837,64.81,64165877.02
2017,63198599.59,59802384.9,4.2331,255.561,53.03,27278657.4
2018,63092490.96,66460417.58,4.2195,253.906,66.46,21335927.35
2015,47790813.42,46332740.43,5.0743,239.259,54.46,21931501.17
2017,55110266.29,53214974.08,3.991,249.369,56.82,25122970.31
2020,65258280.3,42043327.04,7.8214,268.738,35,37060616.26
2021,60645811.84,52279207.26,6.0435,274.887,73.74,51004724.06
2019,64465238.82,62802312.68,3.9627,260.699,73.18,26782877.79
2017,57996262.65,57867970.61,4.6869,252.357,56.52,26025611.77
2022,69047155.69,73204091.72,3.9361,290.434,101.83,64457970.2
2019,53699083.03,53139938.6,4.0331,262.806,54.98,20759312.65
2022,58299313.51,59597944.75,3.1733,297.408,82.2,53927915.08
2013,48516974.02,41879257.4,7.3407,234.012,123.51,27998787.69
2022,55357762.89,58341795.77,3.0847,295.245,105.33,46498001.86
2017,55912438.81,51059415.52,4.1594,255.906,53.52,21993293.35
2012,56233625.79,45178736.53,8.106,227.434,103.49,23908639.76
2016,45030457.67,44615387.43,4.4964,246.696,53.61,22941971.84
2019,58879969.23,61115206.2,2.9536,261.214,54.26,21859180.11
2014,43118814,48649102.45,6.3056,232.699,97.47,23454582.92
2024,90497017.44,77724165.94,4.7155,322.074,79.61,69537596.98
2018,60606595.33,64523311.19,3.9668,257.827,79.93,24527045.25
2012,48771319.26,43275362.93,9.0676,234.313,107.63,23343392.27
2023,73660247.54,72204825.12,3.8195,309.29,74.56,62037718.96
2014,44552979.45,47072638.71,6.5604,240.275,103.54,24450674.35
2018,56951767.27,59214440.57,4.2309,257.65,67.51,23094869.34
2022,56699528.32,60543183.6,3.8047,291.05,99.07,55765351.17
2024,86145083.36,74608137.06,3.9662,319.418,75.79,57576401.76
2017,63667256.35,60585833.9,4.5917,249.911,52.74,30309099.6
2016,45937936.33,45873343.96,4.6856,250.021,51.95,22991362.01
2018,52555321.89,52210397.38,4.2466,257.479,67.56,21408198.12
2018,61288937.15,65497967.93,4.0887,258.821,77.5,22856399.27
2024,97692797.95,81954721.91,4.2052,319.23,72.04,81567029.93
2020,77656001.02,53073062.6,8.0173,264.647,48.71,45950192.82
2014,39754050.79,45341724.5,6.065,240.429,83.49,24921838.11
2011,42854926,46129049.49,9.0945,223.532,111.69,15895867.43
2017,52254993.34,51250444.14,4.2484,255.989,55.34,23491282.51
2023,61225826.89,58379507.47,3.9969,304.55,81.05,49665460.95
2022,53463092.56,55139644.94,3.5403,295.542,111.58,47410453.36
2012,43989323.33,39190719.66,8.2379,235.095,114.51,19428860.6
2012,50139581.17,42087525.44,7.9578,234.543,81.66,25018621.84
2021,63106632.11,50757546.08,4.519,276.492,67.6,57075670.58
2013,39614547.22,42468901.4,8.2386,233.956,104.09,24259175.08
2020,76530922.23,53655957.69,8.6405,266.727,45.91,49748922.86
2022,64874090.39,65217611.72,3.6308,294.919,95.01,58801503.02
2020,70908341.49,46074268.5,7.6525,271.11,41.98,41892515.26
2023,60951274.08,59989438.89,3.977,311.607,87.43,53450513.04
2020,72362973.97,50925433.32,8.2645,270.693,35.8,39546006.26
2013,44034691.58,42217450.09,7.0059,236.721,125,27833689.62
2012,56892051.21,48758612.45,7.9668,232.547,125,23229370.24
2021,72659957.95,61364504.73,5.5318,276.671,69.52,64284575.7
2019,57478811.28,58489130.09,3.9533,262.826,60.66,23438333.41
2011,46876216.71,50132684.82,8.9228,222.658,102.57,16009906.77
2021,63029505.84,56565349.24,5.3086,275.174,59,59979757.86
2021,73584104.5,67195215.42,5.0215,280.595,69.29,63944034.2
2022,61143665.83,66401599.18,3.6129,296.705,96.45,59417908.63
2013,44665075.11,39926648.66,7.1456,240.597,110.86,25319383.74
2013,44546791.95,44962828.92,7.3584,232.814,96.15,30396532.3
2021,66526501.25,52834201.07,5.6174,278.377,77.7,55935331.56
2021,65431105.75,55307304.71,5.209,276.18,69.3,51496167.71
2024,98052692.68,84666576.31,3.7786,317.841,69.02,76108105.1
2016,41678926.06,44847729.94,4.8548,242.905,41.45,20966554.05
2017,60911401.08,57134050.95,3.9522,253.291,51.73,26276519.31
2023,69451780.41,63442173.08,2.8572,309.481,74.06,51724124.81
2022,61155600.83,59644850.49,3.6585,294.634,117.55,50805195.79
2011,48290185.32,50018776.15,8.5245,225.723,118.44,18376929.31
2017,61112298.82,59440544.97,4.0209,255.07,67.63,25872687.14
2024,95778108.03,77755712.32,4.2963,322.899,65.02,73607736.5
2013,42193978.73,38525030.99,7.4193,236.271,92.15,24714409.6
2018,56826899.7,58217396.12,3.8468,258.394,71.87,21410457.87
2021,66127836.03,54524693.62,5.4857,274.219,74.32,58341969.34
2013,42052226.09,38505400.87,7.1556,238.193,94.36,25544912.95
2018,57508970.08,55628522.27,3.8538,260.359,77.24,22944602.53
2016,38910412.79,41192558.95,4.6384,245.577,46.52,21292601.43
2023,69006059.91,65339449.41,3.2163,313.074,65.16,53966925.99
2017,62795234.96,59867784.25,4.6067,249.142,52.98,26275983.53
2018,52297030.81,50676336.8,4.024,256.986,73.56,19451219.07
2018,64953510.9,62546062.87,3.8337,263.24,81.19,25712419.28
2024,99779251.94,86043651.77,3.8361,324.087,78.93,72177573.46
2021,66762485,52245940.68,5.3656,271.68,77.23,56279420.84
2020,83012296.97,53308760.86,7.7142,269.602,40.87,48187723.32
2013,49745800.97,49085354.4,7.4377,231.764,104.53,30752365.97
2014,44273106.93,45097238.66,5.8702,232.706,101.65,24469392.24
2013,55198620.71,57779040.95,7.6861,229.217,106.45,33669208.1
2016,48894109.24,52399362.36,5.4144,251.97,39.62,24692382.86
2022,65126354.33,67774408.25,3.6695,291.874,111.42,59203236.8
2024,92576756.9,78116849.34,3.9617,318.366,82.93,71120267.16
2016,34051915.12,38192211.14,5.6187,247.083,50.85,15967895.58
2017,57137473.75,52959426.59,4.1269,248.313,51.91,23451030.77
2011,54229757.4,54600441.16,9.1124,220,124,18173885.7
2013,38479102.55,36486248.64,7.5855,232.313,121.65,25082467.8
2019,59274784.76,57964910.2,3.241,269.258,59.37,26098191.62
2020,74805177.29,51137481.16,8.7897,263.812,45.76,44957352.19
2023,76027288.47,74269619.95,3.7189,304.641,60.01,63138371.78
2018,55302447.32,57900006.73,3.9771,259.932,80.65,22599358.68
2013,46615308.21,41696302.27,7.2651,230.479,103.49,25275717.73
2024,93345940.33,80404872.47,4.0284,321.287,80.39,68427214.96
2019,67988877.08,65300377.62,3.6264,260.614,60.21,24555627.98
2012,48339058.17,42669019.92,8.102,225.834,113.74,23387587.71
2014,40471156.57,41940171.95,6.1105,239.497,107.44,25115060.93
2024,96741177.87,85956863.76,4.0501,310.902,76.12,79158865.49
2024,89843582.64,75917928.61,3.9902,319.033,86.08,63617140.07
2013,45054016.48,45701199.98,7.528,231.473,110.6,27284136.33
2017,59203945.95,56846954,3.8713,249.92,61.43,26082475.99
2022,60387351.33,67635832.04,3.5775,289.441,110.57,54876250.34
2021,81502586.08,71024611.28,5.304,271.356,78.09,67884106.28
2022,65744346.41,69629823.3,3.7834,288.748,81.36,57900437.98
2021,65745685.48,59392144.59,5.1947,274.188,72.32,62087241.6
2018,59676630.02,60915533.77,4.8313,262.911,76.86,24838978.94
2015,47082805.28,48171290.24,5.2998,239.239,52.32,24261344.51
2019,62185466.87,59961289.87,3.7304,267.331,53.59,22277890.29
2011,53051023.5,58932041.56,8.8612,224.052,122.68,17569371.81
2019,57441166.7,63220655.95,3.8928,259.684,58.19,22544686.28
2019,61275083.76,64598415.05,3.8429,259.846,49.24,23783804.38
2020,72907539,47631601.31,7.9236,264.911,51.91,40914480.54
2013,45144982.29,43926439.49,7.453,230.359,114.39,27770418.91
2022,71788898.14,74116420.04,3.8046,289.697,116.83,57260359.59
2022,64875936.67,63108760.83,3.7091,298.149,118.32,50875049.25
2014,44264730.6,49931764.82,6.4475,236.117,106.4,26458102.61
2016,45464737.59,49615889.37,4.5888,249.264,46.05,22035916.48
2019,61125807.24,61227718.2,2.9865,261.083,57.31,25936305.99
2015,48119867.91,47591320.4,4.9573,250.454,54.13,23043125.61
2019,64386925.17,62726254.94,3.937,262.076,59.56,25089135.34
2011,49666593.33,50196047.82,8.7248,227.184,102.01,16578093.87
2012,52713203.83,46040718.82,8.0554,227.935,119.96,24887176.98
2019,78593298.8,77766158.4,4.4227,260.3,60.11,25909144.07
2015,42269362.39,37273997.42,4.8588,242.229,49.67,20009478.64
2020,79310526.74,55682839.09,7.5263,267.507,35,46931362.97
2012,47753171.26,37218018.72,8.4927,227.998,116.21,23243956.6
2014,44009047.2,45370910.84,6.2695,236.782,107.5,27053462.27
2019,63914876.84,60085535.77,3.1631,262.895,68.4,26359502.02
2014,41687753.52,44803976.88,6.4113,238.248,102.26,23630447.81
2021,58459511.12,49156945.56,6.1965,279.067,92.4,49635270.4
2013,41536364.23,37690243.91,7.5973,233.705,108.95,25394844.98
2024,88459950.82,75843587.1,3.9472,322.023,82.84,66289438.39
2015,46935273.76,46973307.07,5.3816,242.138,48.38,24271506.22
2011,51146288.48,51214235.03,9.0052,226.594,119.53,15508699.56
2011,63771467.13,58182487.07,8.4079,224.251,114.31,18389299.45
2024,95034625.48,82959360.94,4.3866,321.928,76.89,68978562.08
2011,49271913.3,51256884.72,9.5717,225.134,104.33,18059822.97
2022,60811193.78,65204606.5,4.2177,292.116,93.57,55539469.57
2014,37476276.74,34228848.11,6.0738,236.157,91.32,19699657.2
2020,76541170.65,51579234.76,7.9572,270.6,41.45,50100305.93
2011,55901139.16,57174885.06,9.0489,229.727,108.27,17123240.42
2023,67444257.79,65218638.4,3.5857,310.697,85.87,52454935.26
2013,44792963.22,40672903.75,7.8194,232.012,112.48,23929808.68
2019,64191960.91,63232412.08,3.6301,266.725,54.94,24704043.8
2023,68654998.38,65467806.29,2.5641,308.74,68.84,51980570.37
2018,57091538.6,60509671.4,4.4085,256.547,79.22,21907578.91
2024,95430868.87,79303310.74,3.6448,317.251,78.33,77524280.95
2020,75727701.33,50546016.07,7.822,265.139,50.19,42649164.13
2020,77239613.91,50997205.54,8.2487,270.967,48.26,47554012.86
2023,81048202.77,81228313.11,3.5521,311.066,82.59,63038442.81
2022,59427922.21,58476308.56,3.5099,293.158,125,46520918.84
2011,60269271.23,56888190.53,9.7062,229.621,115.37,19784154.68
2011,47619714.66,47293679.67,9.4543,221.653,91.45,15015900.11
2016,39257732.03,39561193.81,4.3357,253.503,35,18868675.14
2022,52278174.87,50261257.87,4.0425,301.729,110.28,40958272.1
2024,101114256.9,86066315.85,3.573,319.974,87.68,79142983.59
2018,56177089.29,59503346.29,4.0704,263.874,71.18,20801777.73
2020,72866241.69,47600827.23,8.2162,264.502,42.89,44317983.33
2015,38975705.99,42933343.96,5.3374,237.883,49.26,23462506.39
2022,53673170.73,55575073.74,3.6048,301.07,89.16,45629159
2015,55991724.47,55686558.94,5.0651,241.363,54.08,29206309.82
2012,48855803.02,42979883.54,8.4187,230.342,87.91,24933990.13
2023,62189559.9,54391608.03,3.5736,308.854,88.65,50443344.02
2022,57406561.85,59294710.72,3.6208,292.397,103.26,51308410.37
2016,46537224.01,50087155.44,4.9224,249.23,49.48,23808855.76
2021,72813530.43,58543704.25,5.8489,270.668,74.99,61658062.38
2019,63502838.75,64356412.98,3.8468,260.639,71.9,19201236.92
2023,72320952.04,70180416.61,3.3866,307.483,74.82,57282965.05
2017,55732946.65,49379391.42,4.6788,251.97,60.44,22108935.59
2013,38920419.22,35282914.58,7.6262,234.353,99.01,22821682.65
2019,59637818.72,58857168.56,3.3112,274.725,64.2,23055143.83
2021,74752555.58,60295674.95,5.7451,281.496,69.08,59686548.37
2019,63971250.59,66012422.48,4.2526,269.161,56.85,24464923.15
2017,63765412.27,56291655.9,4.5443,250.618,59.93,26932435.82
2011,50633833.6,51415962.94,8.9682,228.216,94.5,16513733.85
2021,62505015.67,50404095.42,4.8447,277.276,97.93,49883020.66
2018,63120482.19,64744260.57,4.5552,263.677,55.94,24321165.72
2022,58789883.24,62211216,3.693,289.952,108.32,49263722.77
2016,44006316.57,47963896.25,4.8409,246.641,47.31,20896382.71
2023,59150950.76,56727026.98,3.2778,315.217,79.67,51379409.24
2016,38028345.78,40162943.33,5.0645,243.644,39.11,19423681.47
2019,69862594.04,65683425.39,3.438,259.295,64.59,29648010.89
2015,44250504.66,46965121.96,5.1211,244.18,60.18,23186333.09
2023,69756944.69,64331106.07,3.5884,311.442,102.92,48772182.27
2019,51476432.19,51460580.75,3.8341,262.706,62.39,20624234.82
2021,63338774.24,53011455.63,4.6485,275.006,70.67,56475824.52
2018,65085742.86,64411884.08,3.9,258.976,68.88,24576635.09
2024,96409514.24,78144667.35,4.4452,320.265,77.19,75027724.41
2021,58900375.38,50936071.74,5.3771,279.385,62.91,51927609.01
2018,58629323.54,56467229.97,4.2922,258.432,67.21,20316243.81
2012,53021673.08,45351949.55,8.217,232.823,117.64,23719352.06
2018,57538823.11,59849070.4,3.8126,254.124,77.27,23218732.03
2012,52544390.89,45765747.97,7.9571,233.316,119.32,24315109.26
2017,59719594.14,57768205.02,4.6713,246.675,54.83,25697062.1
2023,79278240.98,75663547.06,3.4187,303.028,83.26,57548944.92
2015,45665319.41,47346978.25,5.5981,243.516,55.94,23691021.82
2011,55023944.24,52452392.26,8.5583,222.708,119.85,16897264.66
2011,61834036.23,63281950.94,8.3997,224.202,97.67,20625531.51
2023,72415929.87,62720107.73,3.794,305.103,83.35,61830098.2
2017,51420253.65,48115059.9,3.8913,252.987,61.96,20516011.21
2015,45429079.13,47560912.1,5.0137,239.742,59,20132349.97
2014,33704869.02,36370481.72,5.8689,234.916,99.35,20068175.7
2016,43555676.91,47166884.87,4.7125,250.411,37.82,22942769.74
2022,56384359.86,55591334.77,4.0959,295.111,91.42,49692881.94
2017,62760570.16,61632346.03,4.3442,248.778,60.71,26384103.34
2018,56261395.12,57547026.71,4.1691,256.766,66.71,20158764.85
2013,52628934.61,45870846.09,7.6821,239.35,77.57,28881929.27
2019,63485050.42,61960696.67,3.5176,265.164,58.67,25980562.11
2020,85384385.75,61371992.31,7.4042,265.931,43.77,55552575.73
2014,46691560.29,45697177.74,5.8422,235.993,107.03,25374325.28
2022,64138381.92,68934627.97,3.9379,294.047,101.85,56450879.58
2024,106355019.6,94307547.5,4.6744,323.206,89.39,74680233.05
2013,48898911.32,46134155.77,7.9216,236.836,103.02,30444268.55
2011,52197919.73,54148850.76,8.7575,225.647,112.3,16459300.76
2024,97173711.41,81944336.25,3.7884,313.104,84.9,71581291.43
2011,51727524.2,51802305.99,8.5411,222.759,119.73,16379343.9
2022,60355226.36,58130573.7,3.2681,294.959,113.93,48984025.34
2023,67694947.51,67241703.34,3.4578,305.968,73.01,60329015.32
2011,52062307.19,53328641.67,9.3215,224.573,104.04,19040887.27
2014,47610904.08,53620712.4,6.7295,237.067,97.62,22903101.89
2016,40156629.59,43441178.98,4.7214,255.276,37.33,18661439.63
2014,44233296.23,48184443.42,6.44,240.784,114.07,24616198.36
2016,46563763.75,48832962.19,5.5135,252.105,54.16,20611791.36
2019,60209925.48,60798948.28,3.9879,263.758,64.93,25505278.23
2013,48567011.3,44017364.65,6.8566,230.599,117.44,30210863.11
2015,42328595.87,48632251.48,4.8392,238.496,59.01,22765965.08
2024,82898386,72188562.9,4.3312,325,74.46,71829746.63
2014,39429047.56,37412063.37,6.3155,237.054,98.94,19468611.63
2018,52792896.08,49460878.44,4.4106,256.376,72.25,20850912.69
2022,61740838.45,70351663.07,3.6986,289.521,93.15,56595396.41
2014,39016278.63,41776691.5,5.5123,235.28,83.83,22017917.78
2013,49801890.42,47142798.98,7.4146,228.411,110.6,30775414.99
2011,53588075.69,53360791.7,9.4482,228.897,102.7,16220659.94
2013,44072900.71,38231997.14,7.6834,233.462,105.48,21999000.57
2023,73946276.6,72561734.74,3.3969,310.817,72.69,64141006.18
2019,62640037.47,54538144.03,4.1374,261.354,77.2,25728877.04
2017,48151637.08,49222347.15,4.1831,251.585,54.01,19959103.59
2012,61454266.71,54083727.66,8.4852,232.391,100.48,30158720.51
2013,49117794.95,44576474.68,6.8549,232.599,107.81,27294519.98
2019,60812185.39,58961665.88,3.4368,267.884,71.58,23532542.62
2021,65718385.61,53751665.09,5.4936,275.248,71.67,57409412.52
2014,36341018.94,40267437.56,6.8476,236.734,116.84,20585849.21
2023,70818131.99,67127621.87,3.3569,305.268,60.53,61594420.23
2016,43219840.36,44781719.93,4.2681,248.005,42.15,21183966.92
2021,70262889.99,58843916.35,5.7359,276.789,70.95,58188760.68
2011,48375021.74,53113140.11,9.1633,225.506,98.36,16057410.37
2022,67144184.45,65252569.61,4.4165,290.111,101.62,53258768.5
2019,62168761.32,63537110.58,2.951,266.515,56.97,24431657.98
2013,47686560.59,42853647.37,7.5242,231.813,125,30976327.45
2015,44044281.13,47135573.69,5.2645,244.604,51.01,23142381.53
2014,48622984.72,51730800.23,5.8295,234.65,78.83,28334519.45
2019,48431778.6,52331939.86,3.5577,264.39,49.67,20429739.3
2018,65729628.05,65456149.53,4.4266,255.925,69.46,26651009.54
2020,67801106.3,47149172.75,8.1437,264.034,41.4,45480624.12
2012,57484458.93,48435716.03,8.5641,229.792,117.88,23482022
2023,67018133.86,66392724.4,3.4572,310.491,69.82,54962907.54
2014,40870558.42,46833674.03,5.5317,236.479,78.37,25542043.3
2013,49055397.53,45720887.05,7.42,233.97,97.54,29138356.43
2013,47481175.65,47741490.23,7.2656,233.949,83.21,29787534.72
2019,62074675,60602035.01,3.4513,260.053,61.77,23824320.91
2020,73652247.4,52649378.03,7.8629,269.95,46.02,43777548.35
2019,60384111.08,57542616.64,3.2746,260.219,62.29,25281366.71
2022,59072035.46,56492966.01,3.6693,296.225,117.76,52033597.42
2017,53065043.55,48404272.33,4.4999,253.791,52.85,21189205.3
2018,55011936.01,60354135.94,4.9287,258.257,66.64,19938159.72
2022,63593207.28,66569095,3.4995,294.546,109.25,51494714.69
2023,80424767.4,78308799.59,3.3167,303.938,78.05,63759312.53
2020,81478790.34,57457650.55,7.8375,265.643,41.61,47741666.49
2019,60113437.13,57650358.84,3.5538,264.654,69.37,22115168.82
2015,41425389.31,44474021.07,5.7266,241.185,65.52,21155074.91
2023,59882619.49,58100462.74,3.4322,300.756,84.97,47031865.43
2017,60210744.63,56058828.17,4.4379,254.748,60.82,24296102.81
2020,83702447.96,56953184.96,8.0171,267.057,42.03,51844502.16
2013,50790142.2,48160925.29,7.2294,233.807,99.99,28659656.98
2020,74467345.73,48310237.95,7.8168,269.953,38.58,46945545.45
2020,87970925.46,61840471.9,8.5624,266.517,44.43,52148718.54
2022,63766007,62796467.78,4.3888,288.061,99.83,56180060.7
2021,69649551.11,56679070.56,5.2226,281.746,70.02,63455552.24
2016,37210118.22,41503532.55,5.2072,245.125,42.74,18996817.7
2016,42795425.87,44138916.31,4.6355,245.828,45.92,19648101.79
2018,50827882.69,53842894.33,3.3287,263.04,81.94,21589465.75
2020,82447921.64,53300374.83,7.7968,270.916,45.67,51276147.16
2015,43207046.8,40673377.9,5.2079,249.479,49.26,20343413.06
2012,50548184.89,43080599.93,7.9857,225.395,111.68,24127816.59
2016,45195673.25,46666091.73,4.9808,247.839,50.74,22647320.96
2012,57885231.02,49397307.53,7.7326,231.005,106.77,24846525.56
2015,36783046.55,42064344.79,5.1217,249.497,43.28,21797705.43
2018,44399327.18,51843404.97,3.9516,255.186,69.93,18864692.43
2017,63582579.49,59671707.57,4.1114,250.844,59.54,28215550.1
2012,51964947.12,46925179.43,7.6417,234.548,108.61,22471829.86
2019,53831629.74,54604907.39,3.8608,261.867,59.56,21249205.09
2015,43680456.95,42982235.27,5.4316,244.887,48.38,22739494.38
2021,62791450.62,50482881.81,6.1914,275.619,52.39,52164338.22
2017,63237491.74,58091905.84,4.5008,248.121,62.27,27406443
2023,75227419.85,71944979.07,2.8376,307.992,80.59,59390419.03
2011,46960812.1,46894822.15,8.7282,221.366,119.34,17207839.21
2011,55077445.33,56761316.17,8.4875,227.499,111.78,18654120.06
2016,42384791.38,46831965.13,4.7423,252.844,51.93,23753742.95
2021,58088169.26,48312537.64,4.6502,275.65,69.13,54038756.44
2013,46965477.54,39725950.56,7.7819,238.938,112.62,25031955.7
2023,59731353.96,55243487.54,3.3416,306.225,98.49,46076045.36
2012,55015789.66,47116239.68,7.9169,231.403,124.27,23118599.63
2016,38738458.85,41405144.81,4.6172,247.294,46.64,21236210.85
2018,55036780.01,60618593.01,3.2323,257.076,56.83,23523034.64
2017,57619396.22,51042723.12,4.7947,250.67,59.55,25951080.75
2012,63381755.29,51366280.58,8.1425,234.02,118.52,28535538.78
2022,68245614.14,68114261.1,3.7181,293.356,99.66,55965552.21
2022,64787959.48,67167931.51,4.4893,287.165,109.88,63997157.66
2012,62081417.27,51535701.97,7.8536,235.825,125,28426174.98
2019,54622391.71,52442659.46,3.7571,260.297,66.19,21928817.32
2015,42313117.77,41442268.31,5.2219,241.076,46.22,22987329.67
2020,81694544.9,52168951.26,8.2846,266.285,51.59,50167223.4
2013,51401634.24,49882497.94,7.8151,235.576,108.83,31299952.45
2019,61944750.02,65848564.37,4.3241,262.682,60.65,21953643.13
2016,47142765.94,48873768.63,4.6127,248.334,37.78,21178310.8
2022,62389096.86,61415441.01,3.9398,295.199,115.71,50765529.49
2016,37575481.35,42760584.83,4.9992,254.293,46.53,20325026.4
2018,54476049.93,56923708.24,3.7744,252.825,78.13,22842713.97
2016,38579261.61,43487769.47,4.7212,252.306,43.75,19257525.47
2024,93882306.76,74611404.36,3.8229,325,77.32,75372342.74
2020,80414847.82,54149583.07,7.3998,260.51,35,54440429.63
2012,42520117.39,35879432.75,8.8627,224.389,125,18801361.3
2018,63955593.3,62555389.29,3.9632,253.073,78.93,23892649.74
2016,41846163.78,47905597.45,5.0401,248.233,35,22524718.57
2024,92961441.61,77111801.91,4.5906,324.303,97.53,71336881.81
2012,55039870.62,50405625.53,7.7632,227.26,125,26008997.79
2023,63120569.17,62874446.22,3.7728,311.498,71.41,61540986.96
2022,60852341.68,61278193.61,3.5416,297.825,98.5,58721648.74
2015,47408526.76,51176544.2,4.9637,236.818,50.84,26653438.2
2024,83907829.87,75208345.33,3.985,316.718,107.58,66660082
2023,62051439.42,58881303.73,3.2729,310.453,82.12,43180620.72
2019,69525305.78,69090045.1,3.4142,266.413,66.18,26676167.52
2016,43827504.23,49684276.67,5.2069,243.914,40.47,21597830.68
2012,48273220.52,42941802.58,7.6153,229.954,103.51,22397355.25
2013,46989042.08,45878828.87,6.6149,232.729,93.27,30373147.24
2013,58854849.55,52327443.1,7.5848,237.952,95.38,33529274.27
2013,44963593.71,45787628.86,7.2586,237.367,96.91,28155842.5
2018,56356108.09,55792038.45,4.3416,256.812,85.38,20344519.62
2022,59591881.91,60481116.14,3.0137,291.992,113.63,55459138.7
2018,57291842.81,60664457.83,3.3518,251.405,67.48,24728358.95
2019,59896798.07,61078660.93,3.5801,263.74,57.36,22949967.69
2015,48165614.28,47871880.09,5.4624,239.036,56.17,23229265.83
2019,55904668.24,56334007.58,3.5375,267.777,64.87,23364436.97
2015,46513464.49,46599004.14,5.3711,242.351,57.24,21648875.84
2018,57492655.33,57031002.41,3.9654,255.858,74.23,20486286.37
2018,55161334.01,61192125.67,3.8049,257.162,64.32,21115036.16
2018,49332434.27,51691889.14,4.0506,255.554,80.69,18749947.96
2024,91014666.76,75652347.48,3.8969,325,89.7,66111968.23
2019,54287174.02,54187320.52,4.4196,263.495,57.52,21891097.02
2019,59270569.68,58024524.32,4.1791,264.659,77.03,22556336.7
2016,36445332.42,40215439.29,5.2296,243.975,45.11,20678276.5
2021,64603820.65,55562977.27,6.1741,277.153,69.27,56667622.93
2015,42159343.61,44376609.76,5.2292,241.233,53.1,21280809.51
2022,62563242.47,66240868.19,4.0832,289.732,89.55,56203679.03
2015,51822421.79,50820278.73,5.5758,239.744,50.9,24544937.95
2018,53796622.89,58664207.2,4.0529,258.246,81.3,20195660.9
2020,74040215.57,51473843.49,8.3505,268.408,46.06,43142668.98
2022,66048570.86,70049574.82,3.8174,292.897,101.46,58306829.82
2022,59974177.67,60725686.74,4.0368,293.351,95.52,53106243.84
2021,77896796.32,65104377.5,5.6062,276.069,61.95,66119097.25
2016,46772809.82,50220252.95,5.1463,247.344,44.03,20514901.85
2016,35387338.51,40444129.65,4.2115,242.784,45.93,18859915.85
2024,82381200.98,69923090.26,3.6214,316.53,85.02,60764623.05
2020,90743018.02,60182089.38,8.1981,268.259,45.72,57661223.21
2017,62895387.65,58589623.99,4.607,249.451,56.8,26454226.53
2017,62502973.48,56596604.26,4.1414,251.526,63.57,27544635.88
2019,64440926.56,66248880.99,3.4013,261.791,68.08,20649179.77
2016,41239033.98,46199541.35,4.7806,242.527,52.56,19161234.55
2013,47595281.58,44037464.89,6.9044,229.813,121.49,30012076.94
2024,100629623.4,87063305.03,4.7958,323.013,77.97,78812224.09
2013,34734172.52,34616499.91,7.5271,230.034,103.03,22381618.05
2021,66331361.48,59142116.76,5.8118,278.002,64.28,57595080.25
2022,60576335.17,60295721.92,3.4974,294.229,103.16,47680022.39
2014,41128698.66,44298774.29,6.3516,238.348,98.1,22838630.31
2017,60322040.79,55062200.72,4.4323,252.346,51.07,26729413.54
2023,60206163.46,58843221.72,3.516,304.183,83.53,54851873.41
2024,86157741.75,75628963.23,3.9061,319.731,73.28,68438445.76
2011,57273167.97,55250643.98,9.0712,223.371,102.32,17606623.34
2016,47950005.86,50493670.01,4.6633,254.066,39.96,22268824.07
2013,47563639.43,41235435.61,7.2639,232.517,120.64,25340316.09
2011,60159412.69,58061574.87,9.1982,223.289,120.55,21289480.82
